year,admin1,fatalities
2019,Ituri,0
2019,Nord-Kivu,0
2019,Kasai-Central,0
2019,Nord-Kivu,0
2019,Ituri,0
2019,Kinshasa,0
2019,Nord-Kivu,0
2019,Sankuru,0
2019,Nord-Kivu,2
2019,Nord-Kivu,3
2019,Ituri,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Ituri,0
2019,Ituri,1
2019,Ituri,0
2019,Sud-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Ituri,4
2019,Sankuru,0
2019,Sankuru,0
2019,Sankuru,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,2
2019,Sud-Kivu,2
2019,Nord-Kivu,0
2019,Sud-Kivu,2
2019,Sud-Kivu,3
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Ituri,4
2019,Nord-Kivu,0
2019,Haut-Katanga,2
2019,Nord-Kivu,2
2019,Ituri,0
2019,Sud-Kivu,6
2019,Sud-Kivu,6
2019,Haut-Katanga,0
2019,Nord-Kivu,7
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,6
2019,Sud-Kivu,6
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Kinshasa,0
2019,Tanganyika,0
2019,Sud-Kivu,6
2019,Sud-Kivu,6
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,4
2019,Sud-Kivu,2
2019,Nord-Kivu,0
2019,Kinshasa,0
2019,Haut-Katanga,0
2019,Nord-Kivu,0
2019,Nord-Kivu,2
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,2
2019,Ituri,5
2019,Haut-Uele,1
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,2
2019,Nord-Kivu,1
2019,Ituri,3
2019,Nord-Kivu,0
2019,Haut-Katanga,0
2019,Nord-Kivu,2
2019,Nord-Kivu,4
2019,Nord-Kivu,0
2019,Bas-Uele,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,2
2019,Haut-Katanga,2
2019,Sud-Kivu,0
2019,Nord-Kivu,2
2019,Nord-Kivu,10
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Kwilu,0
2019,Ituri,3
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Bas-Uele,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Kinshasa,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Tanganyika,0
2019,Tshopo,0
2019,Nord-Kivu,0
2019,Haut-Katanga,0
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,7
2019,Haut-Uele,0
2019,Haut-Katanga,1
2019,Sud-Kivu,0
2019,Sud-Kivu,9
2019,Sud-Kivu,8
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,2
2019,Nord-Kivu,2
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Nord-Kivu,2
2019,Nord-Kivu,8
2019,Nord-Kivu,0
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,2
2019,Sud-Kivu,0
2019,Haut-Katanga,0
2019,Bas-Uele,0
2019,Haut-Uele,0
2019,Nord-Kivu,0
2019,Sud-Kivu,2
2019,Haut-Katanga,0
2019,Bas-Uele,0
2019,Haut-Uele,0
2019,Sud-Kivu,1
2019,Bas-Uele,0
2019,Nord-Kivu,0
2019,Nord-Kivu,2
2019,Ituri,3
2019,Tanganyika,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Ituri,0
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Tanganyika,0
2019,Nord-Kivu,1
2019,Ituri,3
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Sud-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Bas-Uele,1
2019,Sud-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,3
2019,Nord-Kivu,3
2019,Bas-Uele,0
2019,Tshopo,0
2019,Nord-Kivu,0
2019,Bas-Uele,0
2019,Sud-Kivu,2
2019,Sud-Kivu,0
2019,Nord-Kivu,2
2019,Kinshasa,1
2019,Kinshasa,0
2019,Nord-Kivu,1
2019,Kinshasa,0
2019,Haut-Uele,0
2019,Bas-Uele,0
2019,Nord-Kivu,0
2019,Kasai-Central,0
2019,Nord-Kivu,0
2019,Sankuru,0
2019,Haut-Uele,0
2019,Ituri,3
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Ituri,3
2019,Nord-Kivu,2
2019,Sud-Kivu,1
2019,Nord-Kivu,0
2019,Kasai-Oriental,1
2019,Kinshasa,0
2019,Kasai-Central,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Kinshasa,0
2019,Tshopo,0
2019,Kinshasa,0
2019,Kinshasa,0
2019,Kinshasa,0
2019,Nord-Kivu,0
2019,Tshopo,0
2019,Tshopo,3
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Mai-Ndombe,0
2019,Tshopo,3
2019,Nord-Kivu,0
2019,Sud-Kivu,3
2019,Nord-Kivu,0
2019,Ituri,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Haut-Uele,0
2019,Kasai-Central,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Haut-Uele,0
2019,Sud-Kivu,2
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,6
2019,Haut-Uele,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,6
2019,Nord-Kivu,2
2019,Kasai-Oriental,0
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Sud-Kivu,2
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Sud-Kivu,7
2019,Bas-Uele,0
2019,Kinshasa,0
2019,Kinshasa,0
2019,Bas-Uele,0
2019,Bas-Uele,0
2019,Kasai,0
2019,Tanganyika,0
2019,Sud-Kivu,0
2019,Sud-Kivu,5
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,1
2019,Sud-Kivu,6
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,2
2019,Nord-Kivu,11
2019,Nord-Kivu,1
2019,Kasai-Central,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,5
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Haut-Uele,0
2019,Nord-Kivu,1
2019,Sud-Kivu,6
2019,Mai-Ndombe,1
2019,Nord-Kivu,0
2019,Haut-Katanga,2
2019,Sud-Kivu,0
2019,Ituri,12
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Kasai-Central,0
2019,Tshopo,0
2019,Nord-Kivu,1
2019,Nord-Kivu,11
2019,Sud-Kivu,7
2019,Sud-Kivu,1
2019,Sud-Kivu,1
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,1
2019,Sud-Kivu,5
2019,Nord-Kivu,0
2019,Nord-Kivu,2
2019,Kinshasa,0
2019,Sud-Kivu,7
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,3
2019,Mai-Ndombe,0
2019,Nord-Kivu,0
2019,Ituri,3
2019,Kasai-Central,0
2019,Kasai,0
2019,Kasai-Oriental,0
2019,Nord-Kivu,0
2019,Nord-Kivu,3
2019,Kasai,0
2019,Kasai,19
2019,Nord-Kivu,1
2019,Tshopo,3
2019,Tshopo,2
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Kinshasa,0
2019,Nord-Kivu,0
2019,Kasai,0
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,4
2019,Sud-Kivu,0
2019,Kasai-Central,0
2019,Kasai-Central,1
2019,Tshopo,0
2019,Tshopo,0
2019,Tshopo,0
2019,Nord-Kivu,0
2019,Nord-Kivu,3
2019,Nord-Kivu,11
2019,Nord-Kivu,2
2019,Sud-Kivu,0
2019,Nord-Kivu,3
2019,Sud-Kivu,0
2019,Maniema,0
2019,Sud-Kivu,5
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Haut-Uele,0
2019,Haut-Uele,0
2019,Bas-Uele,0
2019,Kasai,15
2019,Sud-Kivu,0
2019,Sud-Kivu,1
2019,Nord-Ubangi,0
2019,Nord-Kivu,0
2019,Nord-Kivu,5
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,2
2019,Sud-Kivu,0
2019,Ituri,3
2019,Sud-Kivu,0
2019,Nord-Kivu,2
2019,Sud-Kivu,1
2019,Sud-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,2
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,6
2019,Nord-Kivu,2
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Kinshasa,0
2019,Sud-Kivu,6
2019,Nord-Kivu,5
2019,Nord-Kivu,0
2019,Nord-Kivu,5
2019,Sud-Kivu,4
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Tshopo,0
2019,Ituri,0
2019,Nord-Kivu,2
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,2
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Sud-Kivu,3
2019,Kasai,0
2019,Nord-Kivu,3
2019,Nord-Kivu,2
2019,Sud-Kivu,5
2019,Sud-Kivu,0
2019,Ituri,0
2019,Sankuru,1
2019,Tshopo,0
2019,Nord-Kivu,2
2019,Tshopo,0
2019,Nord-Kivu,1
2019,Tanganyika,0
2019,Nord-Kivu,0
2019,Nord-Kivu,4
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Ituri,3
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Bas-Uele,1
2019,Kinshasa,0
2019,Nord-Kivu,1
2019,Ituri,6
2019,Nord-Kivu,0
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Kasai,0
2019,Ituri,0
2019,Kasai,13
2019,Nord-Kivu,2
2019,Nord-Kivu,3
2019,Nord-Kivu,2
2019,Ituri,1
2019,Sud-Kivu,0
2019,Nord-Kivu,4
2019,Ituri,1
2019,Tshopo,0
2019,Nord-Kivu,5
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,6
2019,Nord-Kivu,0
2019,Sud-Kivu,5
2019,Tshopo,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Ituri,4
2019,Nord-Kivu,1
2019,Nord-Kivu,6
2019,Kinshasa,0
2019,Kongo-Central,0
2019,Nord-Kivu,8
2019,Kinshasa,0
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Tshopo,1
2019,Tshopo,1
2019,Tanganyika,0
2019,Nord-Kivu,1
2019,Nord-Kivu,8
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Ituri,8
2019,Kinshasa,0
2019,Nord-Kivu,0
2019,Haut-Katanga,0
2019,Ituri,2
2019,Kinshasa,0
2019,Nord-Kivu,1
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,2
2019,Sud-Kivu,1
2019,Maniema,0
2019,Sud-Kivu,3
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Haut-Uele,0
2019,Haut-Uele,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,5
2019,Maniema,1
2019,Kinshasa,0
2019,Nord-Kivu,11
2019,Nord-Kivu,11
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,1
2019,Nord-Kivu,1
2019,Kinshasa,0
2019,Nord-Kivu,0
2019,Haut-Uele,5
2019,Haut-Uele,5
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Haut-Uele,0
2019,Kasai,0
2019,Nord-Kivu,0
2019,Nord-Kivu,10
2019,Nord-Kivu,6
2019,Haut-Katanga,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Ituri,4
2019,Kasai,0
2019,Kasai,0
2019,Kinshasa,0
2019,Haut-Uele,0
2019,Nord-Kivu,1
2019,Haut-Katanga,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Nord-Kivu,1
2019,Maniema,0
2019,Haut-Katanga,4
2019,Haut-Uele,0
2019,Sud-Kivu,0
2019,Sud-Kivu,8
2019,Nord-Kivu,2
2019,Kasai-Central,0
2019,Kasai-Central,0
2019,Nord-Kivu,2
2019,Mai-Ndombe,0
2019,Nord-Kivu,0
2019,Sud-Kivu,1
2019,Sud-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Haut-Katanga,0
2019,Kasai,0
2019,Sud-Kivu,0
2019,Nord-Kivu,3
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,2
2019,Nord-Kivu,3
2019,Sud-Kivu,1
2019,Nord-Kivu,3
2019,Nord-Kivu,3
2019,Kinshasa,0
2019,Sud-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Kasai-Oriental,5
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Sud-Kivu,5
2019,Nord-Kivu,1
2019,Sud-Kivu,0
2019,Nord-Kivu,11
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Maniema,1
2019,Ituri,8
2019,Ituri,7
2019,Kasai-Central,1
2019,Nord-Kivu,2
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Sud-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Kinshasa,0
2019,Nord-Kivu,2
2019,Nord-Kivu,3
2019,Haut-Uele,0
2019,Nord-Kivu,25
2019,Nord-Kivu,2
2019,Nord-Kivu,2
2019,Nord-Kivu,0
2019,Sud-Kivu,4
2019,Nord-Kivu,10
2019,Sud-Kivu,18
2019,Ituri,0
2019,Haut-Uele,0
2019,Nord-Kivu,0
2019,Nord-Kivu,6
2019,Haut-Uele,0
2019,Sud-Kivu,3
2019,Sud-Kivu,2
2019,Haut-Uele,0
2019,Nord-Kivu,4
2019,Haut-Katanga,0
2019,Nord-Kivu,2
2019,Tanganyika,0
2019,Nord-Kivu,7
2019,Nord-Kivu,0
2019,Kinshasa,0
2019,Sud-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,1
2019,Sud-Kivu,1
2019,Haut-Uele,0
2019,Nord-Kivu,0
2019,Ituri,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Sud-Kivu,6
2019,Sud-Kivu,5
2019,Sud-Kivu,6
2019,Sud-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Ituri,0
2019,Nord-Kivu,0
2019,Sud-Kivu,0
2019,Kasai-Central,0
2019,Ituri,0
2019,Ituri,0
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Haut-Uele,5
2019,Nord-Kivu,5
2019,Sud-Kivu,0
2019,Nord-Kivu,3
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,1
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,5
2019,Sud-Kivu,0
2019,Sud-Kivu,1
2019,Nord-Kivu,3
2019,Nord-Kivu,1
2019,Haut-Uele,0
2019,Kinshasa,0
2019,Equateur,0
2019,Haut-Katanga,0
2019,Ituri,0
2019,Kasai,0
2019,Ituri,0
2019,Kasai,5
2019,Kasai,1
2019,Kasai-Central,0
2019,Kwilu,3
2019,Tshopo,0
2019,Kasai,0
2019,Tshopo,0
2019,Tshopo,0
2019,Nord-Kivu,3
2019,Nord-Kivu,7
2019,Bas-Uele,0
2019,Nord-Kivu,3
2019,Kasai-Central,0
2019,Kasai-Central,0
2019,Kasai-Central,0
2019,Kasai-Central,0
2019,Nord-Kivu,12
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Ituri,1
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Nord-Kivu,11
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2019,Tanganyika,0
2019,Kasai-Oriental,0
2019,Tanganyika,2
2019,Nord-Kivu,2
2019,Kasai-Central,0
2019,Nord-Kivu,2
2019,Haut-Katanga,0
2019,Nord-Kivu,0
2019,Nord-Kivu,6
2019,Nord-Kivu,0
2019,Tshopo,0
2019,Sud-Kivu,0
2019,Tanganyika,1
2019,Nord-Kivu,1
2019,Nord-Kivu,0
2019,Nord-Kivu,0
2018,Sud-Kivu,2
2018,Haut-Katanga,0
2018,Kinshasa,0
2018,Kasai-Central,0
2018,Kasai-Oriental,0
2018,Kasai,0
2018,Equateur,0
2018,Kasai-Central,0
2018,Mai-Ndombe,0
2018,Kinshasa,0
2018,Kasai,1
2018,Sud-Kivu,1
2018,Sud-Kivu,1
2018,Nord-Kivu,2
2018,Nord-Kivu,0
2018,Mai-Ndombe,0
2018,Maniema,0
2018,Kwilu,1
2018,Kasai,0
2018,Maniema,0
2018,Kasai-Oriental,0
2018,Lomami,0
2018,Sud-Kivu,0
2018,Kongo-Central,0
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Sud-Kivu,1
2018,Tanganyika,0
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Kinshasa,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Kinshasa,0
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,2
2018,Haut-Uele,0
2018,Nord-Kivu,0
2018,Bas-Uele,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Mai-Ndombe,3
2018,Sud-Kivu,2
2018,Nord-Kivu,9
2018,Nord-Kivu,5
2018,Nord-Kivu,1
2018,Haut-Uele,0
2018,Kinshasa,0
2018,Kinshasa,0
2018,Sud-Kivu,0
2018,Nord-Kivu,0
2018,Sud-Kivu,1
2018,Nord-Kivu,3
2018,Bas-Uele,3
2018,Kasai,0
2018,Kinshasa,0
2018,Sud-Kivu,0
2018,Kwilu,0
2018,Kinshasa,0
2018,Kasai,0
2018,Sud-Kivu,1
2018,Nord-Kivu,0
2018,Nord-Kivu,5
2018,Kasai,0
2018,Tshopo,0
2018,Kasai,1
2018,Kasai,0
2018,Lomami,0
2018,Nord-Kivu,3
2018,Tshopo,0
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,5
2018,Nord-Kivu,1
2018,Kinshasa,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,1
2018,Mai-Ndombe,10
2018,Mai-Ndombe,348
2018,Mai-Ndombe,7
2018,Nord-Kivu,1
2018,Nord-Kivu,2
2018,Mai-Ndombe,1
2018,Nord-Kivu,1
2018,Kasai,2
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,1
2018,Mai-Ndombe,170
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,33
2018,Sud-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Sud-Kivu,3
2018,Nord-Kivu,1
2018,Sud-Kivu,2
2018,Sud-Kivu,1
2018,Nord-Kivu,2
2018,Sud-Kivu,3
2018,Sud-Kivu,0
2018,Nord-Kivu,1
2018,Nord-Kivu,1
2018,Kinshasa,0
2018,Nord-Kivu,1
2018,Kasai-Oriental,1
2018,Nord-Kivu,0
2018,Nord-Kivu,1
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Kinshasa,0
2018,Tanganyika,3
2018,Kinshasa,0
2018,Nord-Kivu,1
2018,Sud-Kivu,1
2018,Nord-Kivu,0
2018,Haut-Katanga,1
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Sud-Kivu,3
2018,Nord-Kivu,0
2018,Nord-Kivu,10
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Ituri,0
2018,Sud-Kivu,0
2018,Maniema,0
2018,Ituri,3
2018,Nord-Kivu,0
2018,Kasai,0
2018,Nord-Kivu,2
2018,Kongo-Central,0
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Haut-Uele,0
2018,Kasai-Central,0
2018,Nord-Kivu,0
2018,Nord-Kivu,5
2018,Nord-Kivu,1
2018,Nord-Kivu,1
2018,Haut-Uele,0
2018,Nord-Kivu,3
2018,Nord-Kivu,12
2018,Nord-Kivu,5
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,2
2018,Kinshasa,0
2018,Ituri,3
2018,Nord-Kivu,12
2018,Haut-Uele,0
2018,Nord-Kivu,12
2018,Ituri,3
2018,Ituri,0
2018,Ituri,2
2018,Sud-Kivu,0
2018,Ituri,0
2018,Sud-Kivu,3
2018,Sud-Kivu,2
2018,Sud-Kivu,6
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Kasai-Oriental,0
2018,Sud-Kivu,6
2018,Nord-Kivu,0
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Kinshasa,0
2018,Nord-Kivu,3
2018,Nord-Kivu,2
2018,Nord-Kivu,2
2018,Nord-Kivu,0
2018,Nord-Kivu,3
2018,Ituri,6
2018,Tshopo,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,2
2018,Nord-Kivu,1
2018,Haut-Katanga,0
2018,Kinshasa,0
2018,Kasai-Central,0
2018,Nord-Kivu,1
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Mai-Ndombe,0
2018,Nord-Kivu,0
2018,Kinshasa,0
2018,Kinshasa,0
2018,Kasai-Central,3
2018,Haut-Uele,0
2018,Nord-Kivu,3
2018,Sud-Kivu,1
2018,Sud-Kivu,0
2018,Kinshasa,0
2018,Nord-Kivu,2
2018,Kasai,5
2018,Nord-Kivu,1
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Kinshasa,1
2018,Nord-Kivu,0
2018,Tanganyika,2
2018,Kasai-Central,0
2018,Bas-Uele,0
2018,Nord-Kivu,5
2018,Kinshasa,0
2018,Bas-Uele,0
2018,Nord-Kivu,1
2018,Nord-Kivu,4
2018,Sud-Kivu,8
2018,Sud-Kivu,8
2018,Nord-Kivu,61
2018,Nord-Kivu,0
2018,Sud-Kivu,1
2018,Bas-Uele,4
2018,Sud-Kivu,0
2018,Kinshasa,1
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,5
2018,Nord-Kivu,5
2018,Nord-Kivu,1
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,6
2018,Ituri,9
2018,Sud-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Kasai-Central,2
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,0
2018,Kasai-Central,17
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,1
2018,Sud-Kivu,1
2018,Kinshasa,0
2018,Ituri,5
2018,Nord-Kivu,2
2018,Ituri,6
2018,Nord-Kivu,1
2018,Nord-Kivu,7
2018,Ituri,6
2018,Nord-Kivu,3
2018,Sud-Kivu,8
2018,Nord-Kivu,5
2018,Nord-Kivu,5
2018,Nord-Kivu,0
2018,Sud-Kivu,1
2018,Nord-Kivu,8
2018,Sud-Kivu,4
2018,Sud-Kivu,1
2018,Nord-Kivu,1
2018,Kinshasa,0
2018,Kongo-Central,2
2018,Nord-Kivu,0
2018,Nord-Kivu,0
2018,Nord-Kivu,3
2018,Maniema,0
2018,Nord-Kivu,1
2018,Sud-Kivu,0
2018,Sud-Kivu,5
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Sud-Kivu,1
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Sud-Kivu,0
2018,Nord-Kivu,0
2018,Lualaba,0
2018,Ituri,0
2018,Nord-Kivu,2
2018,Nord-Kivu,1
2018,Sud-Kivu,1
2018,Nord-Kivu,4
2018,Ituri,0
2018,Ituri,0
2018,Tanganyika,33
2018,Ituri,0
2018,Ituri,0
2018,Kinshasa,0
2018,Nord-Kivu,0
2018,Sud-Kivu,0
2018,Ituri,1
2018,Nord-Kivu,0
2018,Ituri,1
2018,Maniema,0
2018,Nord-Kivu,6
2018,Haut-Katanga,0
2018,Kasai-Oriental,0
2018,Nord-Kivu,0
2018,Tanganyika,10
2018,Kinshasa,0
2018,Sud-Kivu,0
2018,Sud-Kivu,0
